FID,YEAR_,DISTRICT,COSITE,ROADWAY,DESC_FRM,DESC_TO,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,COUNTYDOT,COUNTY,MNG_DIST,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,Shape__Length
9280,2023,5,758281,75340000,75340002 WB OFF,SR-429 CONNECTOR RD,34500,C,F,F,F,F,75,Orange,5,0,9.576,9,0,53.2,4.5,15411.1494,15411.1494319623
9281,2023,3,575109,57610100,MEIGS DR,SR-85/EGLIN PKWY,1500,C,F,F,F,F,57,Okaloosa,3,0,1.387,9,0,51.9,4.2,2247.181,2247.18103393434
9282,2023,2,294411,29180038,GORE AT US-90/SR-10,GORE AT I-75 SB,4800,C,F,F,W,F,29,Columbia,2,0,0.185,9,0,99.9,29.5,297.4226,297.422610380939
9283,2023,6,876223,87260164,EB NW 167 ST,EB SR-826,5000,C,F,F,W,A,87,Miami-Dade,6,0,0.058,8,0,99.9,8.1,91.3973,91.3973499811592
9284,2023,3,570303,57501000,NORMANDY RD,SR-85,5900,C,F,F,F,F,57,Okaloosa,3,0,1.178,9,0,64.7,11.5,1897.2844,1897.28437602982
9285,2023,5,970533,75471000,END BRIDGE #750180,Bridge No-750088,105700,C,D,D,D,F,75,Orange,8,0,0.864,9,0,56.5,15.5,1387.5849,1387.58489758835
9286,2023,2,269963,28010000,ALACHUA CO LINE,Bridge No-280060,29097,C,A,A,A,A,28,Bradford,2,0,5.291,9.5,0,52.9,19.6,8513.2723,8513.27226980219
9287,2023,2,290113,29060000,SE TOMMIE LORD WAY,SE CR-245,4400,C,F,F,F,F,29,Columbia,2,1.424,9.196,9,0,54.3,11.9,12506.2052,12506.2051682686
9288,2023,7,105063,10020000,WATERS AVE,SR-580/E BUSCH BLVD,24500,C,F,F,F,A,10,Hillsborough,7,5.362,5.887,9,0,56.5,4.6,845.1746,845.174550472875
9289,2023,2,260443,26090000,GALE LEMERAND DR,SW 16TH ST,28500,C,F,F,F,A,26,Alachua,2,15.146,15.596,9,0,53,4.6,724.051,724.051002362356
9290,2023,6,970131,87471249,SR 821 NB,SR994/QUAIL ROOST DR,8400,C,F,F,W,F,87,Miami-Dade,8,0,0.24,8,0,99.9,5.7,385.3518,385.351823942335
9291,2023,2,269107,26000013,US-301,START OF 26502000,950,V,F,F,F,F,26,Alachua,2,0,5.208,9.5,0,58.2,2.9,8381.3277,8381.32768573527
9292,2023,6,970342,87471508,87471505 RAMP,SR 821 NB,3800,C, , , ,F,87,Miami-Dade,8,0,0.481,8,0,0,5.7,779.0667,779.066712464546
9293,2023,5,778035,77000206,ORANGE COUNTY LINE,SR 436,3300,F,F,F,F,F,77,Seminole,5,0,0.865,9,0,51.5,8.5,1387.0764,1387.07636333739
9294,2023,6,876203,87260242,87260380 EB OFF,US-41 / SW 8 ST,11000,C,F,F,W,A,87,Miami-Dade,6,0,0.083,8,0,99.9,3.4,128.8185,128.818454611784
9295,2023,6,872487,87270000,N/A,DADE/BROWARD CO LINE,253000,C,F,F,F,F,87,Miami-Dade,6,16.604,17.199,9,0,51,3.5,957.0896,957.089609403288
9296,2023,2,264051,26717000,SW 23 ST,SR-24/SW ARCHER RD,1000,V,F,F,W,F,26,Alachua,2,4.941,4.975,9.5,0,99.9,3.1,54.6163,54.6163256700748
9297,2023,6,876373,87300502,SR-823/NW 57 AVE/RED,EB SR-924,2800,C,F,F,W,A,87,Miami-Dade,6,0,0.194,8,0,99.9,17.8,321.4486,321.448630112561
9298,2023,5,972594,75470144,I-4/SR 400 WB,SR 91 SB,24500,C, , , ,F,75,Orange,8,0,1.051,8,0,0,21.9,1728.9729,1728.97292362393
9299,2023,2,370137,29010000,SUWANNEE CO LINE,CR-252A/KOONVILLE AV,7200,E,F,F,F,F,29,Columbia,2,0,0.493,9.5,0,55.5,6.1,793.7383,793.738345077515
9300,2023,3,590065,59510000,US-98/SR-30/COASTAL,OCHLOCKONEE POINT,650,C,F,F,F,F,59,Wakulla,3,9.038,11.735,9.5,0,56.8,9.7,4346.0223,4346.0222563184
9301,2023,2,260050,26010000,SR-222/NW 39TH AVE,SR-20,17300,C,F,F,F,F,26,Alachua,2,16.718,17.471,9,0,53,7.4,1212.0239,1212.02388809351
9302,2023,2,260483,26070000,NW 98TH ST,NW 75TH ST/TOWER RD,31000,C,F,F,F,F,26,Alachua,2,12.922,14.396,9,0,53,4.6,2372.5901,2372.59009349493
9303,2023,6,970020,87471223,CAMPBELL DR/SW 312,SR 821 NB,9800,C,F,F,W,F,87,Miami-Dade,8,0,0.142,8,0,99.9,5.7,228.6639,228.663893523985
9304,2023,2,269101,26000005,NW 298 ST,NW SR-45,300,V,F,F,F,F,26,Alachua,2,0,2.99,9.5,0,58.2,2.9,4812.4987,4812.49873217339
9305,2023,6,876245,87260396,NW 58 ST,NB SR-826/PALMETTO,12500,C,F,F,W,A,87,Miami-Dade,6,0,0.178,8,0,99.9,14.5,289.952,289.952007796102
9306,2023,2,290101,29010000,BASCOM NORRIS DR,SR-247,27500,C,F,F,F,F,29,Columbia,2,7.504,8.033,9,0,54.3,6.1,851.729,851.729023199995
9307,2023,2,264028,26260020,GORE AT SR-222,GORE AT I-75 SB,5000,C,F,F,W,F,26,Alachua,2,0,0.557,9,0,99.9,26.5,895.775,895.774970226955
9308,2023,5,118016,11000082,E ORANGE AVE,CR-44A,3900,C,F,F,F,A,11,Lake,5,0,1.251,9,0,53.2,15.4,2008.0297,2008.0297218241
9309,2023,6,970341,87471506,SR 821 NB,87471507 RAMP,6100,C,F,F,W,F,87,Miami-Dade,8,0,0.242,8,0,99.9,5.7,399.1601,399.160073642672
9310,2023,5,778029,77000085,MCCULLOCH RD,CR-426,18100,F,F,F,F,F,77,Seminole,5,0,5.677,9,0,51.5,8.5,9139.0145,9139.01447339765
9311,2023,3,570214,57550000,SR-85,N/A,100,C,F,F,F,F,57,Okaloosa,3,2.59,3.787,9.5,0,64.7,11.5,1942.2179,1942.21786200766
9312,2023,2,269030,26717000,APT ENT,SW 23 ST,3000,C,F,F,F,F,26,Alachua,2,3.926,4.941,9,0,58.2,2.9,1630.8595,1630.85950041854
9313,2023,6,872510,87300000,Bridge No-870739,SR- 9/NW 27 AVE,37500,C,F,F,F,F,87,Miami-Dade,6,4.097,5.378,9,0,55.1,9.3,2053.4695,2053.46950686643
9314,2023,5,972651,75470152,SR 91 NB,75470151 RAMP,4400,C, , , ,F,75,Orange,8,0,0.199,8,0,0,21.9,320.911,320.911031129118
9315,2023,2,299050,29000018,US-90,NOEGAL RD,3400,V,F,F,F,F,29,Columbia,2,0,3.946,9,0,54.3,3.6,6351.1933,6351.19326446248
9316,2023,3,590226,59100000,SR-363/WOODVILLE RD,US-98/SR-30,1650,C,F,F,F,A,59,Wakulla,3,12.866,16.631,9.5,0,56.8,32.1,6061.0563,6061.05628158246
9317,2023,2,261016,26005000,SR-121/NW 34TH ST,NW 29TH TER,27500,C,F,F,F,F,26,Alachua,2,4.664,5.043,9,0,53,3.1,610.0079,610.007888749912
9318,2023,2,260044,26060000,SE 221 ST,LINDSEY PHILLIPS PRK,14600,C,D,D,D,F,26,Alachua,2,10.044,10.984,9.5,0,55.1,32.7,1512.2567,1512.25670306069
9319,2023,6,970112,87471236,SW 216 ST/H MILL RD,SR 821 SB,2900,C,F,F,W,F,87,Miami-Dade,8,0,0.223,8,0,99.9,5.7,359.3076,359.307602414471
9320,2023,2,269004,26000032,SR-201/N MAIN ST,SR-26/UNIVERSITY AVE,9900,X,F,F,F,F,26,Alachua,2,0,2.469,9,0,58.2,2.9,3993.3501,3993.3500771487
9321,2023,6,876255,87260408,SR-826/PALMETTO,US-27/SR-25/OKEECHOB,14500,F,F,F,W,1,87,Miami-Dade,6,0,0.116,8,0,99.9,29.5,196.676,196.676044380981
9322,2023,2,264011,26260049,SR-24,GORE AT I-75 SB,4600,C,F,F,W,F,26,Alachua,2,0,0.251,9,0,99.9,26.5,372.3446,372.344627679827
9323,2023,5,778025,77000063,SR-434,SWEETWATER BLVD,27500,F,F,F,F,F,77,Seminole,5,0,1.881,9,0,51.5,8.5,3018.9352,3018.93516929784
9324,2023,6,872505,87270000,Bridge No-870356,Bridge No-870455,181500,F,F,F,F,F,87,Miami-Dade,6,1.589,3.221,8,0,51,3.5,2625.1038,2625.10383685857
9325,2023,6,878340,87504500,US-1/SR-5,NW 11 ST,18600,C,F,F,F,A,87,Miami-Dade,6,0,2.784,9,0,63.1,3.3,4480.6749,4480.67487413884
9326,2023,7,105081,10040000,E HILLSBOROUGH AVE,E SLIGH AVE,22500,C,F,F,F,F,10,Hillsborough,7,3.165,4.173,9,0,56.5,5.9,1621.6219,1621.62189312578
9327,2023,6,872113,87260000,OFF RAMP 87260518,SR7/US 441/NW 2 AVE,51500,C,F,F,F,F,87,Miami-Dade,6,24.131,24.708,8,0,56.8,5.1,926.5688,926.568833599213
9328,2023,6,871175,87281000,NW 7 ST,SR-836 / EB,59500,C,F,F,F,F,87,Miami-Dade,6,3.601,4.048,9,0,55.1,4.6,718.3982,718.398245985466
9329,2023,6,876413,87240100,N/A,SR-7/ US-441,3400,C,F,F,W,A,87,Miami-Dade,6,0.194,0.346,9,0,99.9,4.7,243.3975,243.397531260006
9330,2023,5,972683,75470108,75470104 RAMP,SR 50 EB,1100,C, , , ,F,75,Orange,8,0,0.096,8,0,0,21.9,148.6589,148.658860253456
9331,2023,3,590050,59020000,CR-61/SHADEVILLE RD,MIKE STEWART DR,19900,C,F,F,F,A,59,Wakulla,3,0,2.802,9,0,56.8,3.5,4507.7416,4507.74155342806
9332,2023,2,265111,26004000,APT ENT,SR-329/S MAIN ST,18400,F,F,F,F,1,26,Alachua,2,1.324,1.651,9,0,53,3.1,527.0604,527.060429488875
9333,2023,2,265046,26050000,SR-26/E UNIV AVE,NE 8TH AVE,27500,C,F,F,F,F,26,Alachua,2,3.379,3.964,9,0,53,10.3,940.8794,940.879408691236
9334,2023,2,284007,28125118,GORE AT SR-16,GORE AT USA-301,950,C,F,F,W,F,28,Bradford,2,0,0.199,9.5,0,99.9,26.8,317.6448,317.644797324584
9335,2023,5,972001,75470000,OSCEOLA COUNTY LINE,75301045 RAMP,109000,C,D,D,D,F,75,Orange,8,0,1.451,9,0,56.5,15.5,2332.7915,2332.79145050716
9336,2023,5,972721,75470112,SR 91 NB,SR 50 EB,21800,C, , , ,F,75,Orange,8,0,0.447,8,0,0,21.9,715.1986,715.198635003379
9337,2023,6,876230,87260380,SB SR-826,US-41/SW 8 ST/TAMIAM,6300,C,F,F,W,A,87,Miami-Dade,6,0,0.404,8,0,99.9,4.8,649.4518,649.451824902666
9338,2023,2,269157,26640000,LEVY CO LINE,SR-26,1700,C,F,F,F,F,26,Alachua,2,0,8.427,9.5,0,58.2,2.9,13558.4954,13558.4953534998
9339,2023,5,118012,11000056,BAY LAKE RD,SR-33,700,T,F,F,F,F,11,Lake,5,0,4.998,9.5,0,53.2,8.2,8038.5761,8038.57611306928
9340,2023,7,105005,10070000,ALSOBROOK ST,REYNOLDS ST,8300,C,F,F,F,F,10,Hillsborough,7,4.808,5.439,9,0,56.5,10.1,1016.3369,1016.33693198794
9341,2023,2,270053,29110000,GEORGIA STATE LINE,BAKER CO LINE,450,C,F,F,F,A,29,Columbia,2,0,0.837,9.5,0,59.1,28.7,1362.051,1362.05097759167
9342,2023,7,100080,10030000,N/A,ENTERPRISE ST,13997,C,A,A,A,A,10,Hillsborough,7,16.9,18.061,9,0,55.4,10.1,1867.3304,1867.33035609344
9343,2023,6,970094,87471600,SR 821 SB,SR 989/ALLAPATTAH RD,3800,C,F,F,W,F,87,Miami-Dade,8,0,0.258,8,0,99.9,5.7,426.8052,426.805247603188
9344,2023,2,280202,28125000,28125117 NB OFF,CR-233,21500,C,F,F,F,F,28,Bradford,2,4.421,7.166,9.5,0,52.2,28.9,4417.343,4417.34301434366
9345,2023,6,876458,87200423,87200421 NB OFF,SR-826 / NB,28000,F,F,F,W,1,87,Miami-Dade,6,0,0.313,8,0,99.9,12.2,503.8348,503.834750212055
9346,2023,2,265080,26130000,E 15TH ST,SE 26TH TER,11000,C,F,F,F,F,26,Alachua,2,0.079,1.046,9,0,58.2,5.6,1556.7896,1556.78958758532
9347,2023,5,778031,77000109,DOCKSIDE ST,SR-426/ALOMA AVE,20500,F,F,F,F,F,77,Seminole,5,0,0.634,9,0,51.5,8.5,1027.8312,1027.83120682835
9348,2023,2,294400,29180026,GORE AT I-75 NB,US-41/US-441/SR-25,4200,C,F,F,W,F,29,Columbia,2,0,0.271,9.5,0,99.9,29.5,436.4639,436.463923686448
9349,2023,6,876222,87260163,EB SR-826,EB NW 167 ST,6100,C,F,F,W,A,87,Miami-Dade,6,0,0.076,8,0,99.9,4.1,121.6001,121.600148056776
9350,2023,3,570296,57518000,LEGENDARY MARINE DR,N/A,23500,C,F,F,F,A,57,Okaloosa,3,0.817,4.763,9,0,58,2.8,6353.2204,6353.22037986656
9351,2023,5,972678,75470166,BRIDGE #750545,75470161 RAMP,13000,C, , , ,F,75,Orange,8,0,0.034,8,0,0,21.9,55.592,55.5920237773349
9352,2023,2,269035,26000105,SW 43RD ST,SE 34TH ST,6600,C,F,F,F,F,26,Alachua,2,0,0.996,9,0,58.2,2.9,1614.9935,1614.9934580993
9353,2023,2,290053,29020000,CR-238/SW ELIM CH RD,SW CR-240,5900,C,F,F,F,F,29,Columbia,2,6.491,14.468,9.5,0,54.3,5.9,12835.876,12835.8760261241
9354,2023,7,105064,10020000,BIRD ST,WATERS AVE,25500,C,F,F,F,1,10,Hillsborough,7,5.169,5.362,9,0,56.5,8.5,310.7578,310.7577769834
9355,2023,2,261007,26020000,NW 12TH AVE,CR-172/NW 16TH AVE,16900,C,F,F,F,F,26,Alachua,2,3.497,3.742,9,0,53,5.6,394.8065,394.806505769238
9356,2023,2,265007,26080000,SR-331/WALDO RD,SE 14TH ST,24000,C,F,F,F,F,26,Alachua,2,0,0.244,9,0,53,3.8,391.9388,391.938798920435
9357,2023,6,970254,87471265,SR 821 SB,SW 8 ST/TAMIAMI TRL,5390,C, , , ,F,87,Miami-Dade,8,0,0.233,8,0,0,5.7,379.0494,379.049412588215
9358,2023,2,269167,26000011,SR-26/NEWBERRY RD,CR-222/NW 39TH AVE,12000,C,F,F,F,F,26,Alachua,2,0,2.071,9,0,58.2,2.9,3339.9504,3339.95043315446
9359,2023,5,118013,11000067,SUMTER COUNTY LINE,US-27/U-441,2200,S,F,F,F,2,11,Lake,5,0,2.959,9,0,53.2,12.7,4749.6373,4749.63734306963
9360,2023,6,872162,87270000,US-1 / SR-5 / SB,Bridge No-870356,63500,C,F,F,F,A,87,Miami-Dade,6,0.145,1.589,8,0,51,2.3,2322.715,2322.71502886196
9361,2023,6,878345,87521500,OKEECHOBEE RD/SR-25,W 49 ST/NW 103 ST,28000,S,F,F,F,F,87,Miami-Dade,6,0,1.706,9,0,55.1,6.2,2745.4927,2745.49267224692
9362,2023,7,105237,10040000,W FOWLER AVE,FLETCHER AVE,22400,C,F,F,F,1,10,Hillsborough,7,7.199,8.207,9,0,56.5,9.8,1621.5525,1621.55248881251
9363,2023,2,284003,28125113,GORE AT USA-301,RAMP TO SR-100,1100,C,F,F,W,F,28,Bradford,2,0,0.213,9,0,99.9,26.8,337.8556,337.855612399324
9364,2023,6,870061,87210102, , ,11600,F,F,F,F,F,87,Miami-Dade,6,0,0.623,9,0,99.9,3.4,1016.9818,1016.98181165513
9365,2023,6,876366,87270515,NW 10 AVE,87270514 NB ON,5300,C,F,F,W,A,87,Miami-Dade,6,0,0.257,8,0,99.9,4.3,406.9684,406.968377510437
9366,2023,3,590023,59010000,US-319/SR-369,TO/FROM US-319,1700,C,F,F,F,A,59,Wakulla,3,14.553,14.653,9,0,99.9,7.7,160.8211,160.821133132623
9367,2023,6,876474,87200144,NW 14 ST,RAMP 87200142,10500,C,F,F,W,A,87,Miami-Dade,6,0,0.121,8,0,99.9,3.8,194.4468,194.446777591123
9368,2023,2,265058,26050000,SE 16TH AVE,SE 7TH AVE,28000,C,F,F,F,F,26,Alachua,2,1.583,2.953,9,0,53,10.3,2202.6612,2202.66123799475
9369,2023,2,289109,28502000,US-301/SR-200,US-301/SR-200,950,X,F,F,F,F,28,Bradford,2,0,2.3,9.5,0,52.2,3.2,3704.6605,3704.66048411597
9370,2023,5,750676,75330000,N/A,N/A,220000,F,F,F,F,F,75,Orange,5,4.5,5.786,9,0,53.2,5.3,2069.6069,2069.60692304357
9371,2023,6,878667,87674505,OKEECHOBEE RD,CANAL ST,5800,T,F,F,F,F,87,Miami-Dade,6,0,0.047,9,0,99.9,4.5,74.088,74.0879710979946
9372,2023,2,269153,26580000,NE US-301/SR-200,PUTNAM CO LINE,450,F,F,F,F,F,26,Alachua,2,0,3.852,9.5,0,58.2,2.9,6198.4297,6198.42966038271
9373,2023,3,575054,57500012,US-90/SR-10,N LLOYD ST,2100,C,F,F,F,F,57,Okaloosa,3,0,0.528,9,0,51.9,4.2,872.5119,872.511940104846
9374,2023,5,977525,75471125,SR 528 EB,JOHN YOUNG PKWY,10000,C,F,F,W,F,75,Orange,8,0,0.207,8,0,99.9,15.5,332.8814,332.881406322916
9375,2023,2,269128,26000094,NW 1ST PL,SR-26/NEWBERRY RD,19500,C,F,F,F,F,26,Alachua,2,1.258,1.692,9,0,58.2,2.9,697.8942,697.894202710698
9376,2023,7,105223,10060000,BRISTOL BAY WAY,SR-60/ADAMO DR,32000,C,F,F,F,2,10,Hillsborough,7,24.36,25.556,9,0,56.5,13.3,1923.0317,1923.0316956927
9377,2023,2,370144,29170000,SUWANNEE CO LINE,Bridge No-290065,29000,C,F,F,F,F,29,Columbia,2,0,2.45,10.5,0,54.8,27.1,3945.1478,3945.14781605619
9378,2023,7,100192,10030000,FRITZKE RD,N/A,9800,F,F,F,F,F,10,Hillsborough,7,14.641,16.407,9,0,56.5,10.1,2840.4248,2840.42476523107
9379,2023,6,875265,87250000,E 4 AV/LCPL BILLY SA,SR-953/NW 42 AV/LEJE,24000,C,F,F,F,A,87,Miami-Dade,6,0.436,0.934,9,0,55.1,7.4,800.9427,800.942684498959
9380,2023,2,280156,28080000,CR-18,CR-221,1400,C,F,F,F,F,28,Bradford,2,0,3.484,9.5,0,52.2,3.2,5606.5625,5606.56248748757
9381,2023,6,876172,87200504,US-1/SR-5/BISCAYNE,SR-A1A/MACARTHUR,13000,F,F,F,W,1,87,Miami-Dade,6,0,0.177,8,0,99.9,8,285.0949,285.094886520672
9382,2023,7,105258,10060000,RIVERVIEW DR,CR-676A/MADISON AVE,32500,C,F,F,F,A,10,Hillsborough,7,19.267,22.033,9,0,56.5,14.5,4447.4231,4447.42305294713
9383,2023,6,870599,87260902,N/A,SR 826 SB,18000,C,F,F,W,A,87,Miami-Dade,6,3.643,9.029,9,0,99.9,2.1,6875.0326,6875.03258357864
9384,2023,6,878338,87502500,NW 38 ST,SR-934/NW 79 ST,5400,T,F,F,F,F,87,Miami-Dade,6,0,2.444,9,0,55.1,8,3933.4697,3933.46966722174
9385,2023,7,105082,10040000,E SLIGH AVE,E BIRD ST,22000,C,F,F,F,2,10,Hillsborough,7,4.173,4.996,9,0,56.5,2.3,1324.0316,1324.03155655526
9386,2023,6,870577,87260000,Bridge No-870051,Bridge No-870234,130000,C,F,F,F,F,87,Miami-Dade,6,20.005,21.008,8,0,56.8,5.1,1610.6177,1610.61771404965
9387,2023,6,876428,87270902,DADE/BROWARD CO LINE,N/A,17000,C,F,F,W,A,87,Miami-Dade,6,0,1.972,9,0,99.9,2.2,3174.4815,3174.48150576854
9388,2023,6,870022,87240000,N/A,N/A,26000,C,F,F,F,F,87,Miami-Dade,6,11.113,11.345,9,0,99.9,7.7,372.6442,372.644205079308
9389,2023,5,972681,75470104,SR 91 SB,SR 50/COLONIAL DR WB,2200,C, , , ,F,75,Orange,8,0,1,8,0,0,21.9,1623.1189,1623.11886726598
9390,2023,3,590032,59050000,US-319/SR-375,FH-13,600,C,F,F,F,A,59,Wakulla,3,0,16.124,9.5,0,56.8,9.1,25948.7608,25948.760835896
9391,2023,6,970192,87471513,SW 120TH STREET,SR 821 NB,9900,C,F,F,W,F,87,Miami-Dade,8,0,0.205,8,0,99.9,5.7,334.5336,334.53357751502
9392,2023,5,118017,11000083,SR-44,CR-44A,1850,T,F,F,F,F,11,Lake,5,0,1.483,9,0,53.2,8.2,2386.8071,2386.807089767
9393,2023,3,575093,57610009,SR-189/BEAL PKWY,LAFITTE CRESCENT,1500,C,F,F,F,F,57,Okaloosa,3,0,0.795,9,0,51.9,4.2,1276.9951,1276.99508117981
9394,2023,6,876211,87260250,SR-948/NW 36 ST,SR-826 NB,6900,C,F,F,W,A,87,Miami-Dade,6,0,0.153,8,0,99.9,6.8,247.8116,247.811592000147
9395,2023,6,876423,87300111,WB SR 924,WB SR 924,40,F,F,F,W,1,87,Miami-Dade,6,0,0.256,8,0,99.9,21.1,410.0359,410.035939216984
9396,2023,2,264000,26260011,GORE AT I-75 NB,CR-234,2600,C,F,F,W,F,26,Alachua,2,0,0.152,9.5,0,99.9,26.5,249.1775,249.177549492756
9397,2023,2,269009,26000048,SR-331/SE 11TH ST,SE 15TH ST,2900,X,F,F,F,F,26,Alachua,2,0,0.357,9,0,58.2,2.9,575.6941,575.694121001331
9398,2023,2,295033,29002000,SE COUNTRY CLUB RD,SE SR-100,9600,C,F,F,F,F,29,Columbia,2,2.636,3.221,9,0,54.3,3.6,942.3414,942.341427539868
9399,2023,7,105101,10005000,MELBURNE BLVD,SR-574 / E MLK JR BL,23500,C,F,F,F,1,10,Hillsborough,7,1.331,1.837,9,0,56.5,11.2,814.045,814.04496429289
9400,2023,2,265015,26010000,NW 6TH PL,NW 11TH AVE,24500,C,F,F,F,F,26,Alachua,2,14.54,14.901,9,0,53,7.4,581.0535,581.053542932186
9401,2023,2,260170,26050000,AUSTIN CARY MEMORIAL,N/A,17300,C,F,F,F,F,26,Alachua,2,12.406,15.912,9.5,0,58.2,10.3,5638.8427,5638.84273314197
9402,2023,6,970062,87471231,SR 821 SB,SW 137TH AVE,10000,C,F,F,W,F,87,Miami-Dade,8,0,0.26,8,0,99.9,5.7,409.0024,409.002430249034
9403,2023,5,752329,75340004,SR 500,RAMP 003,2900,R,F,F,W,F,75,Orange,5,0,0.051,8,0,99.9,5.3,86.8052,86.8052433277236
9404,2023,6,876271,87260331,SB SR-826,NW 154 ST,6700,C,F,F,W,A,87,Miami-Dade,6,0,0.327,8,0,99.9,3.4,529.8965,529.89653934449
9405,2023,2,299120,29000006,EAST DUVAL ST,NE BASCOM NORRIS DR,1500,C,F,F,F,F,29,Columbia,2,0,0.759,9,0,54.3,3.6,1223.858,1223.857994295
9406,2023,2,264013,26260024,GORE AT SR-26 WB,GORE AT I-75 NB,5400,C,F,F,W,F,26,Alachua,2,0,0.32,9,0,99.9,26.5,497.4901,497.490138697538
9407,2023,3,600237,60501000,SR-81,HOLMES CO LINE,550,C,F,F,F,F,60,Walton,3,0,5.737,9.5,0,60.4,17.5,9259.9246,9259.92460204219
9408,2023,3,582607,58002007,CR-191,I-10/SR-8,4000,C,F,F,W,F,58,Santa Rosa,3,0,0.292,9,0,99.9,8,471.5785,471.578515734423
9409,2023,2,769119,76000015,SILVER LAKE DR,SR-100,3700,C,F,F,F,F,76,Putnam,2,0,2.843,9,0,61.9,7.1,4572.9145,4572.91445336889
9410,2023,5,758296,75521000,SEMORAN BLVD,75300002 NB OFF,25000,F,F,F,F,F,75,Orange,5,0,4.793,9,0,53.2,4.5,7706.6048,7706.60483565412
9411,2023,7,109105,10000202,BAY SHORE BLVD,S PLANT AVE,1850,C,F,F,F,F,10,Hillsborough,7,0,0.111,9,0,56.5,7.8,172.193,172.192999411308
9412,2023,7,109118,10000350,BAYSHORE BLVD,W AZEELE ST,7800,C,F,F,F,F,10,Hillsborough,7,0,1.092,9,0,56.5,7.8,1755.0008,1755.00077607016
9413,2023,7,102015,10190000,Bridge No-100832,Bridge No-100138,222000,S,F,F,F,F,10,Hillsborough,7,6.6,6.85,8,0,56.5,6.9,402.6311,402.631137726487
9414,2023,7,109119,10000103,US-92,KNIGHT GRIFFIN RD,2050,F,F,F,F,F,10,Hillsborough,7,0,3.871,9,0,56.5,7.8,6221.7192,6221.71919250396
9415,2023,7,101258,10080002,NEBRASKA AVE,SR-618A/MERIDIAN AVE,9100,F,F,F,W,F,10,Hillsborough,7,0,0.071,9,0,99.9,7.8,111.8691,111.86914388278
9416,2023,7,109933,10003000,10003002 WB ON,N/A,7900,S,F,F,F,2,10,Hillsborough,7,6.374,7.31,9,0,56.5,1.7,1505.9041,1505.90414413973
9417,2023,3,580248,58100000,SR-87/HWY 87,WHITING FIELD ENT,7000,C,F,F,F,F,58,Santa Rosa,3,0,0.994,9,0,55.6,8,1601.0309,1601.03087694073
9418,2023,5,972830,75473000,Bridge No-750619,Bridge No-750621,44800,C,D,D,D,F,75,Orange,8,2.2,5.31,9,0,56.5,15.5,5014.1376,5014.13761167296
9419,2023,6,876316,87270185,I-95/SB,NW 5 PL,4300,C,F,F,W,A,87,Miami-Dade,6,0,0.008,8,0,99.9,2.5,12.296,12.2960347153902
9420,2023,7,102866,10002036,US-301/SR-43 SB,SR-618 WB,5800,C,F,F,W,F,10,Hillsborough,7,0,0.165,9,0,99.9,7.8,268.4501,268.450087955696
9421,2023,3,600006,60010000,SR-285/STATE HWY 285,CR-1087/CO HWY 1087,10500,C,F,F,F,F,60,Walton,3,2.681,4.812,9.5,0,60.4,10.6,3439.84,3439.84003293719
9422,2023,7,109048,10000051,TAMPA BAY BLVD,SR 580,10800,C,F,F,F,F,10,Hillsborough,7,0,1.657,9,0,56.5,7.8,2650.0481,2650.04812341348
9423,2023,3,585024,58590000,N/A,CR-191/FORSYTH ST,2100,C,F,F,F,A,58,Santa Rosa,3,10.739,11.321,9,0,55.6,5.2,941.7221,941.722061978369
9424,2023,3,605012,60550000,US-90/SR-10/HWY 90,LOFTIN ST,1000,C,F,F,F,F,60,Walton,3,8.018,8.878,9,0,60.4,17.5,1387.41,1387.40998238308
9425,2023,5,977508,75471208,UNIVERSAL BLVD,SR 528 EB,4800,C,F,F,W,F,75,Orange,8,0,0.42,9,0,99.9,15.5,675.4307,675.430738998991
9426,2023,7,100104,10190000,Bridge No-100588,US-301/SR-43,125500,C,F,F,F,A,10,Hillsborough,7,12.858,13.947,9,0,51,13.7,1753.3561,1753.35609151111
9427,2023,2,279100,27040000,US-90/SR-10,SR-2,6700,V,F,F,F,F,27,Baker,2,0,22.14,9,0,59.1,20.9,35630.9223,35630.9223266676
9428,2023,3,600261,60020000,CR-393,US-331/SR-83,37000,C,F,F,F,A,60,Walton,3,10.112,13.092,9.5,0,58,6.2,4810.7459,4810.74592257415
9429,2023,7,109021,10000032,INTERBAY BLVD,US-92/SR-600/GANDY B,3800,C,F,F,F,F,10,Hillsborough,7,0,1.9,9,0,56.5,7.8,3063.2566,3063.25656072122
9430,2023,4,864006,86070011,SB I-95,SR-824/PEMBROKE RD W,20500,C,F,F,W,F,86,Broward,4,0,0.258,8,0,99.9,7.2,422.5238,422.523789766237
9431,2023,7,105244,10002000,BEG OF BR 100305 R,Bridge No-100306,42500,S,F,F,F,2,10,Hillsborough,7,0.085,0.302,8,0,56.5,8.4,349.5156,349.515646780185
9432,2023,7,109068,10000136,N/A,N FLORIDA AVE,2100,X,F,F,F,F,10,Hillsborough,7,1.712,2.2,9,0,56.5,7.8,790.0413,790.041279438235
9433,2023,7,102672,10190446,I-4 / SR-400,US-41 / SR-599,14000,C,F,F,W,F,10,Hillsborough,7,0,0.471,9,0,99.9,12.8,755.7741,755.774054507897
